temperature,wind_speed,mean_sea_level_pressure,total_cloud_cover,mintemp,minwind,minpress,mincloud,maxtemp,maxwind,maxpress,maxcloud,monthdate
18.66138440860215,3.8389112903225806,101131.1309811828,0.571733870967742,7.78,0.27,99673.54,0.0,33.69,9.59,102440.18,1.0,2016-12
20.00532258064516,3.6564112903225805,101212.91315860215,0.5072983870967742,11.03,0.06,99177.26,0.0,34.5,9.6,102222.59,1.0,2017-01
19.015520833333333,3.85360119047619,101436.03546130953,0.46773809523809523,9.92,0.06,100352.78,0.0,33.09,10.14,102530.09,1.0,2017-02
20.11614247311828,3.390846774193548,101539.15241935485,0.435,8.96,0.12,100022.52,0.0,31.68,10.11,102568.92,1.0,2017-03
15.320722222222223,3.4377777777777774,102125.66894444445,0.6216527777777777,8.21,0.13,100269.1,0.0,25.31,10.42,103171.51,1.0,2017-04
12.060900537634408,3.4153897849462367,101996.4325,0.6252284946236559,5.11,0.12,96736.01,0.0,19.11,8.02,103224.65,1.0,2017-05
9.632222222222222,2.7554166666666666,101999.08005555556,0.6335972222222223,0.96,0.23,96732.8,0.0,15.38,7.53,103267.34,1.0,2017-06
9.331532258064517,4.627795698924731,101506.96575268816,0.46165322580645163,1.46,0.2,96757.63,0.0,16.04,11.42,103255.7,1.0,2017-07
9.8122311827957,4.393763440860215,101649.44219086021,0.6132661290322581,2.25,0.04,99340.34,0.0,17.6,10.03,103159.11,1.0,2017-08
11.78725,5.200958333333333,101304.55654166665,0.6370694444444445,4.45,0.37,98940.92,0.0,25.87,10.16,102755.65,1.0,2017-09
14.499798387096774,3.7483870967741937,101691.21362903225,0.6166532258064517,5.69,0.2,99653.45,0.0,27.97,9.15,102894.23,1.0,2017-10
18.812402777777777,2.9997222222222226,101692.85843055554,0.538375,6.48,0.11,100348.44,0.0,33.19,8.08,102832.5,1.0,2017-11
18.493387096774192,3.621424731182796,101176.4997580645,0.6070698924731183,10.98,0.05,99529.62,0.0,34.17,8.56,102350.69,1.0,2017-12
20.806962365591396,3.7789516129032257,101205.30387096773,0.510497311827957,11.17,0.08,100207.53,0.0,38.59,8.74,102295.14,1.0,2018-01
20.470074404761903,3.970818452380952,101316.62300595238,0.5075000000000001,10.86,0.24,100034.84,0.0,34.6,10.03,102439.42,1.0,2018-02
18.60444892473118,3.9410887096774196,101722.48946236559,0.4666801075268817,10.21,0.11,99825.14,0.0,32.29,10.59,102961.82,1.0,2018-03
15.79540277777778,3.034666666666667,101785.60145833333,0.5806388888888889,6.08,0.19,99446.12,0.0,28.42,11.32,102953.33,1.0,2018-04
13.015927419354838,4.430672043010753,102216.58571236559,0.693266129032258,4.47,0.21,100620.74,0.0,23.45,10.84,103172.24,1.0,2018-05
9.569166666666668,3.5861250000000005,102163.56308333334,0.6307777777777778,3.45,0.15,96731.36,0.0,16.92,9.85,103266.55,1.0,2018-06
10.01029569892473,5.393373655913979,101551.92559139786,0.5331854838709678,1.85,0.18,96749.54,0.0,16.6,10.91,103266.69,1.0,2018-07
9.858387096774194,4.95510752688172,101437.5458467742,0.5963440860215053,0.88,0.14,99707.43,0.0,17.68,10.9,102736.39,1.0,2018-08
11.206125,3.8474861111111114,101988.92708333333,0.47748611111111117,2.28,0.38,96737.55,0.0,21.74,9.31,103268.52,1.0,2018-09
14.848938172043011,3.533817204301075,101837.72694892473,0.5380779569892473,5.58,0.14,100618.18,0.0,25.1,7.86,102680.51,1.0,2018-10
16.02301388888889,3.9465555555555554,101189.4055,0.6511805555555555,6.72,0.34,99523.73,0.0,30.23,9.23,102473.78,1.0,2018-11
19.726290322580645,3.4011155913978492,101169.66373655913,0.6228494623655914,11.29,0.05,99556.2,0.0,35.29,8.78,102175.2,1.0,2018-12
21.453185483870968,3.538010752688172,101291.76596774193,0.439489247311828,12.14,0.11,100071.42,0.0,40.36,9.85,102251.81,1.0,2019-01
20.026488095238093,3.6601041666666667,101423.5930654762,0.4460863095238095,10.63,0.1,99254.97,0.0,34.86,9.12,102635.86,1.0,2019-02
18.94809139784946,3.6269354838709678,101496.79450268816,0.5875672043010752,9.89,0.07,99931.93,0.0,36.68,10.48,102609.79,1.0,2019-03
16.022125,3.5254305555555554,102190.00184722221,0.5719722222222222,6.37,0.15,100942.28,0.0,28.3,9.23,103055.45,1.0,2019-04
12.89465053763441,4.402325268817204,101990.09477150538,0.5944758064516129,5.4,0.09,100037.67,0.0,20.45,9.14,103225.17,1.0,2019-05
10.272083333333333,3.7489305555555554,101507.6942361111,0.5387916666666667,1.4,0.2,96729.9,0.0,17.56,9.76,103272.79,1.0,2019-06
10.165752688172043,4.5495833333333335,101581.46737903227,0.6253763440860215,3.73,0.32,96728.25,0.0,16.59,11.49,103264.63,1.0,2019-07
9.782029569892472,4.581290322580645,101832.24306451614,0.6284274193548387,2.73,0.21,96736.3,0.0,17.3,12.51,103261.48,1.0,2019-08
11.687319444444446,3.917472222222222,102042.49116666667,0.610125,3.55,0.15,99921.12,0.0,23.4,9.78,103081.88,1.0,2019-09
